Date,Open,High,Low,Close,Volume,AdrActCnt,FeeTotNtv,HashRate,SplyCur,TxCnt,DXY_Close,TNX_Yield,FeeTotUSD,True_Market_Cap,Fee_to_MCap,Log_Return,Target_Next_Log_Return,Rolling_Volatility,log_True_Market_Cap,log_FeeTotUSD,log_AdrActCnt,log_HashRate,log_Fee_to_MCap,Split
2026-03-16,72798.171875,74901.859375,72300.6328125,74861.0859375,55572438409,701802.0,2.66813659,901260648.4813046,20002757.40566783,410501.0,99.70999908447266,4.21999979019165,199739.6025569782,1497428141132.664,1.333884391980866e-07,0.028056806108927662,-0.012617278563279094,0.026140576987388496,28.034770179897286,12.204774816499185,13.461408016844258,20.619305062839036,1.3338843030184954e-07,Test
2026-03-17,74855.296875,75988.3984375,73444.2265625,73922.4765625,49500721728,679525.0,2.99977825,915680809.5542651,20003154.28066414,374546.0,99.58000183105467,4.202000141143799,221751.03737832225,1478682703488.4663,1.4996526087386666e-07,-0.012617278563279094,-0.03688417423341743,0.026108958496913064,28.022172742151515,12.309315087855987,13.429150775270301,20.635178401818482,1.4996524962907804e-07,Test
2026-03-18,73936.8515625,74658.9765625,70503.859375,71245.578125,46229011155,625137.0,2.63104405,1002201838.2871644,20003588.65566121,437912.0,100.08999633789062,4.258999824523926,187450.25441459136,1425167238347.2744,1.315286019568988e-07,-0.03688417423341743,-0.01888416104762736,0.027077134194086236,27.98531028300739,12.141274114137353,13.345727704345807,20.72546525573783,1.3152859330701299e-07,Test
2026-03-19,71250.3515625,71598.84375,68805.5234375,69912.7890625,44631433398,603884.0,2.86421582,966151414.8397176,20004007.40558936,442942.0,99.2300033569336,4.281000137329102,200245.31645313549,1398535950151.657,1.4318210156229513e-07,-0.01888416104762736,0.008684431647448684,0.02705351054097445,27.966447055480877,12.207303470020523,13.311139061438082,20.688831125069242,1.4318209131173902e-07,Test
2026-03-20,69911.53125,71346.796875,69398.8828125,70522.5859375,38299078407,656663.0,2.75028742,956085963.7654024,20004426.15545956,422037.0,99.6500015258789,4.390999794006348,193957.3809297752,1410763862678.7695,1.374839447343706e-07,0.008684431647448684,-0.026016105631017767,0.026888889979946828,27.97515242020832,12.175398883740518,13.39492775112411,20.67835838827572,1.3748393528345396e-07,Test
2026-03-21,70522.46875,71051.2734375,68602.9140625,68711.5234375,21109354718,586709.0,2.74078545,917823289.768721,20004857.40545461,490235.0,99.6500015258789,4.390999794006348,188323.543684834,1374564228478.7395,1.3700599781594477e-07,-0.026016105631017767,-0.012688120086084904,0.02734053824883621,27.949157872073815,12.145922049671361,13.282285939254804,20.63751543633948,1.3700598843062389e-07,Test
2026-03-22,68737.4453125,69561.7734375,67372.875,67845.2109375,30108051508,545348.0,2.01075942,1077444735.215263,20005363.65542135,639039.0,99.6500015258789,4.390999794006348,136420.39699446515,1357268117083.4575,1.0051101567729285e-07,-0.012688120086084904,0.04425119303469704,0.027303901368492773,27.936495058019716,11.82350388154966,13.209181235670417,20.79785808973151,1.0051101062606105e-07,Test
2026-03-23,67843.0,71782.2578125,67458.84375,70914.859375,51508669357,640101.0,2.49522655,1064142947.2966102,20005863.65541698,530619.0,98.9499969482422,4.334000110626221,176948.6399020164,1418713007799.3186,1.2472476034916737e-07,0.04425119303469704,-0.005613991531695598,0.028478287683091845,27.980771244039065,12.083620450744787,13.369382817637009,20.785435568744553,1.247247525710351e-07,Test
2026-03-24,70912.671875,71371.3046875,68920.6953125,70517.859375,40181522399,587472.0,2.47728026,831361682.6634102,20006254.28035915,384088.0,99.43000030517578,4.392000198364258,174692.50100714344,1410798225962.8584,1.238252910956967e-07,-0.005613991531695598,0.011168924480813245,0.02848266633184291,27.975176777839312,12.070788294555213,13.283585566497567,20.53857549719615,1.2382528342934597e-07,Test
2026-03-25,70520.046875,71985.7421875,70383.59375,71309.8828125,35409791747,657017.0,2.65425322,1017586694.3699702,20006732.40533844,514188.0,99.5999984741211,4.328000068664551,189274.4860729008,1426677743285.7305,1.326680022616667e-07,0.011168924480813245,-0.03595291880741613,0.02708062635964488,27.98636960081003,12.150958831045878,13.395466694351724,20.740699675946157,1.3266799346126808e-07,Test
2026-03-26,71310.1171875,71410.390625,68118.3515625,68791.625,38962070215,623105.0,2.36259995,1097397412.304598,20007248.03032055,634223.0,99.9000015258789,4.415999889373779,162527.08978541874,1376331103783.8,1.1808720251878373e-07,-0.03595291880741613,-0.03631346968520713,0.027944845557787125,27.95044245424407,11.998606126031286,13.342471927758941,20.81620722547374,1.1808719554649058e-07,Test
